INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location,_id,CATEGORY
202001324,3106,PROPERTY - ACCIDENTAL DAMAGE,C6,200,0,2020-01-04 09:08:00,2020,1,Saturday,9,L ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,misc
202000883,3207,PROPERTY - FOUND,D4, ,0,2020-01-04 09:52:00,2020,1,Saturday,9,MASSACHUSETTS AVE & ALBANY ST,42.3335499632722,-71.0734659768754,"(42.3335499632722, -71.0734659768754)",,misc
202001008,3207,PROPERTY - FOUND,A1,77,0,2020-01-04 17:00:00,2020,1,Saturday,17,SCHOOL ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202001011,3207,PROPERTY - FOUND,D14,778,0,2020-01-04 18:30:00,2020,1,Saturday,18,UNION ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202001079,3207,PROPERTY - FOUND,C6,200,0,2020-01-05 02:07:00,2020,1,Sunday,2,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,misc
202001199,3207,PROPERTY - FOUND,C6,200,0,2020-01-05 16:30:00,2020,1,Sunday,16,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,misc
202001240,3112,LANDLORD - TENANT,B2,301,0,2020-01-05 17:56:00,2020,1,Sunday,17,HIGHLAND ST,42.3234098555053,-71.0933960435673,"(42.3234098555053, -71.0933960435673)",,misc
202001533,3207,PROPERTY - FOUND,A1,77,0,2020-01-06 00:00:00,2020,1,Monday,0,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202001418,3106,PROPERTY - ACCIDENTAL DAMAGE,E18,522,0,2020-01-06 02:15:00,2020,1,Monday,2,HYDE PARK AVE,42.2518944040739,-71.125353099602,"(42.2518944040739, -71.125353099602)",,misc
202001341,3207,PROPERTY - FOUND,A1,102,0,2020-01-06 08:00:00,2020,1,Monday,8,WINTER ST,42.3560237338871,-71.0617761514159,"(42.3560237338871, -71.0617761514159)",,misc
202001460,3112,LANDLORD - TENANT,B3,449,0,2020-01-06 16:22:00,2020,1,Monday,16,ASPINWALL RD,42.2912558601228,-71.0747509194691,"(42.2912558601228, -71.0747509194691)",,misc
202001496,3112,LANDLORD - TENANT,D14,787,0,2020-01-06 17:16:00,2020,1,Monday,17,KILSYTH RD,42.3389341317164,-71.1467943464412,"(42.3389341317164, -71.1467943464412)",,misc
202001537,3112,LANDLORD - TENANT,E18,531,0,2020-01-06 20:04:00,2020,1,Monday,20,BUCKINGHAM ST,42.2417145488296,-71.1341338163666,"(42.2417145488296, -71.1341338163666)",,misc
202001555,3110,SERVICE TO OTHER AGENCY,C6,234,0,2020-01-06 22:47:00,2020,1,Monday,22,DEADY'S LN,42.3301677470824,-71.0378427208725,"(42.3301677470824, -71.0378427208725)",,misc
202001666,3207,PROPERTY - FOUND,D4,153,0,2020-01-07 13:43:00,2020,1,Tuesday,13,TREMONT ST,42.3425872731036,-71.0742003989588,"(42.3425872731036, -71.0742003989588)",,misc
202001729,3207,PROPERTY - FOUND,C11,359,0,2020-01-07 15:42:00,2020,1,Tuesday,15,TREMLETT ST,42.2952707101203,-71.0677581535561,"(42.2952707101203, -71.0677581535561)",,misc
202001834,3110,SERVICE TO OTHER AGENCY,C11,341,0,2020-01-07 22:09:00,2020,1,Tuesday,22,NORTON ST,42.3052224026488,-71.0674944863707,"(42.3052224026488, -71.0674944863707)",,misc
202001893,3106,PROPERTY - ACCIDENTAL DAMAGE,D14,768,0,2020-01-08 00:00:00,2020,1,Wednesday,0,GOODENOUGH ST,42.3562047342991,-71.154218538476,"(42.3562047342991, -71.154218538476)",,misc
202002178,3106,PROPERTY - ACCIDENTAL DAMAGE,C6,200,0,2020-01-08 00:00:00,2020,1,Wednesday,0,ATHENS ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)",,misc
202001874,3207,PROPERTY - FOUND,B3,465,0,2020-01-08 06:10:00,2020,1,Wednesday,6,BLUE HILL AVE,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,misc
202002015,3207,PROPERTY - FOUND,A1,119,0,2020-01-08 16:39:00,2020,1,Wednesday,16,TREMONT ST,42.3554073751696,-71.0631243255221,"(42.3554073751696, -71.0631243255221)",,misc
202022647,3207,PROPERTY - FOUND,B2,289,0,2020-01-09 00:00:00,2020,1,Thursday,0,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202002362,3110,SERVICE TO OTHER AGENCY,C6,207,0,2020-01-09 21:07:00,2020,1,Thursday,21,NORTHERN AVE,42.3489922784973,-71.0393025506022,"(42.3489922784973, -71.0393025506022)",,misc
202002357,3112,LANDLORD - TENANT,B3,476,0,2020-01-09 21:41:00,2020,1,Thursday,21,REXFORD ST,42.269848356212,-71.0953239386981,"(42.269848356212, -71.0953239386981)",,misc
202009996,3110,SERVICE TO OTHER AGENCY,B2,289,0,2020-01-10 08:00:00,2020,1,Friday,8,SCHROEDER PLZ,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)",,misc
202002421,3110,SERVICE TO OTHER AGENCY,B2,289,0,2020-01-10 09:07:00,2020,1,Friday,9,SCHROEDER PLZ,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)",,misc
202002466,3106,PROPERTY - ACCIDENTAL DAMAGE,B2,183,0,2020-01-10 11:19:00,2020,1,Friday,11,CLIFTON ST,42.3209564307708,-71.0699260988892,"(42.3209564307708, -71.0699260988892)",,misc
202002740,3106,PROPERTY - ACCIDENTAL DAMAGE,B2,258,0,2020-01-11 08:38:00,2020,1,Saturday,8,COLUMBIA RD,42.3151417854272,-71.0670470916465,"(42.3151417854272, -71.0670470916465)",,misc
202002773,3207,PROPERTY - FOUND,C6,915,0,2020-01-11 10:15:00,2020,1,Saturday,10,E NINTH ST,42.3306370698294,-71.0490266422601,"(42.3306370698294, -71.0490266422601)",,misc
202002817,3106,PROPERTY - ACCIDENTAL DAMAGE,D4,148,0,2020-01-11 13:39:00,2020,1,Saturday,13,COLUMBUS AVE,42.3429480006908,-71.0788870010461,"(42.3429480006908, -71.0788870010461)",,misc
202002844,3207,PROPERTY - FOUND,E13,574,0,2020-01-11 14:30:00,2020,1,Saturday,14,CENTRE ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,misc
202002843,3207,PROPERTY - FOUND,,574,0,2020-01-11 14:56:00,2020,1,Saturday,14,POND ST & ARBORWAY,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,misc
202002859,3110,SERVICE TO OTHER AGENCY,D14, ,0,2020-01-11 15:14:00,2020,1,Saturday,15,JETTE CT,42.3468274992136,-71.1431908647976,"(42.3468274992136, -71.1431908647976)",,misc
202002878,3112,LANDLORD - TENANT,B3,476,0,2020-01-11 16:48:00,2020,1,Saturday,16,REXFORD ST,42.269848356212,-71.0953239386981,"(42.269848356212, -71.0953239386981)",,misc
202003030,3207,PROPERTY - FOUND,D14,783,0,2020-01-12 09:10:00,2020,1,Sunday,9,CAMELOT CT,42.3500731175606,-71.1410820237966,"(42.3500731175606, -71.1410820237966)",,misc
202024572,3207,PROPERTY - FOUND,B2,289,0,2020-01-12 09:11:00,2020,1,Sunday,9,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202003061,3207,PROPERTY - FOUND,D14,778,0,2020-01-12 10:00:00,2020,1,Sunday,10,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202003079,3112,LANDLORD - TENANT,E13,508,0,2020-01-12 13:41:00,2020,1,Sunday,13,HYDE PARK AVE,42.2904024955647,-71.1181404465603,"(42.2904024955647, -71.1181404465603)",,misc
202003309,3112,LANDLORD - TENANT,B2,300,0,2020-01-12 14:15:00,2020,1,Sunday,14,MARCELLA ST,42.3216282126533,-71.09460242869,"(42.3216282126533, -71.09460242869)",,misc
202003080,3207,PROPERTY - FOUND,E18,548,0,2020-01-12 14:18:00,2020,1,Sunday,14,BATEMAN ST,42.2717045405361,-71.130798696045,"(42.2717045405361, -71.130798696045)",,misc
202003148,3207,PROPERTY - FOUND,A7,28,0,2020-01-12 19:14:00,2020,1,Sunday,19,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,misc
202003195,3207,PROPERTY - FOUND,A7,24,0,2020-01-12 20:00:00,2020,1,Sunday,20,MERIDIAN ST,42.3775024730708,-71.0391623653803,"(42.3775024730708, -71.0391623653803)",,misc
202022641,3207,PROPERTY - FOUND,B2,289,0,2020-01-13 00:00:00,2020,1,Monday,0,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202020137,3207,PROPERTY - FOUND,C11,355,0,2020-01-13 00:00:00,2020,1,Monday,0,GINITA ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)",,misc
202003239,3207,PROPERTY - FOUND,D4,623,0,2020-01-13 08:16:00,2020,1,Monday,8,COMMONWEALTH AVE,42.3487757491561,-71.0960680465352,"(42.3487757491561, -71.0960680465352)",,misc
202003471,3207,PROPERTY - FOUND,D4,134,0,2020-01-13 18:58:00,2020,1,Monday,18,BOYLSTON ST,42.3503786997765,-71.0762609838281,"(42.3503786997765, -71.0762609838281)",,misc
202003717,3207,PROPERTY - FOUND,E5,691,0,2020-01-14 00:00:00,2020,1,Tuesday,0,CORINTH ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202003666,3207,PROPERTY - FOUND,E5,691,0,2020-01-14 02:10:00,2020,1,Tuesday,2,VFW PKWY,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202003696,2660,OTHER OFFENSE,B2,282,0,2020-01-14 10:00:00,2020,1,Tuesday,10,GENE ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,misc
202003691,3112,LANDLORD - TENANT,A7,6,0,2020-01-14 14:27:00,2020,1,Tuesday,14,SARATOGA ST,42.3857271293862,-71.0041546619437,"(42.3857271293862, -71.0041546619437)",,misc
202003865,3110,SERVICE TO OTHER AGENCY,A15,41,0,2020-01-15 10:33:00,2020,1,Wednesday,10,VINE ST,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)",,misc
202003920,3110,SERVICE TO OTHER AGENCY,C6,175,0,2020-01-15 11:47:00,2020,1,Wednesday,11,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,"(42.3321084294949, -71.0701439481355)",,misc
202004062,3207,PROPERTY - FOUND,D14,778,0,2020-01-15 13:00:00,2020,1,Wednesday,13,N BEACON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202004237,3207,PROPERTY - FOUND,D14,778,0,2020-01-15 14:30:00,2020,1,Wednesday,14,PEACEABLE ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202003971,3110,SERVICE TO OTHER AGENCY,D4,619,0,2020-01-15 14:50:00,2020,1,Wednesday,14,WESTLAND AVE,42.3439171577182,-71.0896754065015,"(42.3439171577182, -71.0896754065015)",,misc
202004206,3110,SERVICE TO OTHER AGENCY,A7,12,0,2020-01-15 18:30:00,2020,1,Wednesday,18,WILLIAM F MCCLELLAN HWY,42.3883184062864,-71.0160044888034,"(42.3883184062864, -71.0160044888034)",,misc
202004323,3207,PROPERTY - FOUND,A1,77,0,2020-01-16 00:00:00,2020,1,Thursday,0,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202004318,3207,PROPERTY - FOUND,A1,77,0,2020-01-16 00:00:00,2020,1,Thursday,0,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202004327,3207,PROPERTY - FOUND,A1,77,0,2020-01-16 00:00:00,2020,1,Thursday,0,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202004330,3207,PROPERTY - FOUND,A1,77,0,2020-01-16 00:00:00,2020,1,Thursday,0,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202004331,3207,PROPERTY - FOUND,A1,77,0,2020-01-16 00:00:00,2020,1,Thursday,0,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202004314,3207,PROPERTY - FOUND,A1, ,0,2020-01-16 00:00:00,2020,1,Thursday,0,SUDBURY ST,,,,,misc
202004158,3207,PROPERTY - FOUND,B2,282,0,2020-01-16 09:41:00,2020,1,Thursday,9,HARRISON AVE,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,misc
202004687,3207,PROPERTY - FOUND,B2,282,0,2020-01-16 12:11:00,2020,1,Thursday,12,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)",,misc
202004477,3106,PROPERTY - ACCIDENTAL DAMAGE,D4, ,0,2020-01-16 12:30:00,2020,1,Thursday,12,E DEDHAM ST,42.3382282063161,-71.0683605311761,"(42.3382282063161, -71.0683605311761)",,misc
202004198,3110,SERVICE TO OTHER AGENCY,External,565,0,2020-01-16 12:53:00,2020,1,Thursday,12,PERRY AVE,42.2938518282443,-71.0937307126216,"(42.2938518282443, -71.0937307126216)",,misc
202004235,3207,PROPERTY - FOUND,D4,138,0,2020-01-16 15:38:00,2020,1,Thursday,15,NEWBURY ST,42.3494204976911,-71.083157997399,"(42.3494204976911, -71.083157997399)",,misc
202004329,3207,PROPERTY - FOUND,C11, ,0,2020-01-16 20:35:00,2020,1,Thursday,20,CRESCENT AVE,42.3204419562832,-71.0536769465917,"(42.3204419562832, -71.0536769465917)",,misc
202004366,3112,LANDLORD - TENANT,B3,408,0,2020-01-16 22:07:00,2020,1,Thursday,22,CEDAR ST,42.2723769436553,-71.0752422390096,"(42.2723769436553, -71.0752422390096)",,misc
202004354,3112,LANDLORD - TENANT,E18,531,0,2020-01-16 22:25:00,2020,1,Thursday,22,BUCKINGHAM ST,42.2417145488296,-71.1341338163666,"(42.2417145488296, -71.1341338163666)",,misc
202004425,3207,PROPERTY - FOUND,D4,167,0,2020-01-17 00:00:00,2020,1,Friday,0,STANHOPE ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,misc
202022644,3207,PROPERTY - FOUND,B2,289,0,2020-01-17 00:00:00,2020,1,Friday,0,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202004388,3110,SERVICE TO OTHER AGENCY,E5,724,0,2020-01-17 06:00:00,2020,1,Friday,6,VFW PKWY,42.2693209773988,-71.1720493822165,"(42.2693209773988, -71.1720493822165)",,misc
202005062,3207,PROPERTY - FOUND,B3,465,0,2020-01-17 07:00:00,2020,1,Friday,7,TORREY ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)",,misc
202004405,3207,PROPERTY - FOUND,E5,691,0,2020-01-17 08:45:00,2020,1,Friday,8,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202004412,3110,SERVICE TO OTHER AGENCY,A1, ,0,2020-01-17 09:07:00,2020,1,Friday,9,"WINTER ST & TREMONT ST
BOSTON  MA 02111
UNITED STA",42.3562490154655,-71.0622710201154,"(42.3562490154655, -71.0622710201154)",,misc
202004521,3207,PROPERTY - FOUND,E5,563,0,2020-01-17 12:30:00,2020,1,Friday,12,BRADEEN ST,42.2907287460117,-71.1218351717675,"(42.2907287460117, -71.1218351717675)",,misc
202004723,3207,PROPERTY - FOUND,E5,691,0,2020-01-18 10:00:00,2020,1,Saturday,10,MIAMI TER,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202004728,3207,PROPERTY - FOUND,D4,172,0,2020-01-18 10:30:00,2020,1,Saturday,10,ALBANY ST,42.3352056860869,-71.071103145211,"(42.3352056860869, -71.071103145211)",,misc
202004729,3207,PROPERTY - FOUND,E5,691,0,2020-01-18 10:30:00,2020,1,Saturday,10,"1708 CENTRE ST
BOSTON  MA 02132
UNITED STATES",42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202004770,3207,PROPERTY - FOUND,E18,540,0,2020-01-18 12:50:00,2020,1,Saturday,12,ELLIS ST,42.2495036366944,-71.1316583138402,"(42.2495036366944, -71.1316583138402)",,misc
202004788,3112,LANDLORD - TENANT,E13,582,0,2020-01-18 13:55:00,2020,1,Saturday,13,CREIGHTON ST,42.3234844443058,-71.1081300627773,"(42.3234844443058, -71.1081300627773)",,misc
202004808,3112,LANDLORD - TENANT,D4,156,0,2020-01-18 16:25:00,2020,1,Saturday,16,WORCESTER ST,42.3384144127128,-71.0767974124717,"(42.3384144127128, -71.0767974124717)",,misc
202008895,3106,PROPERTY - ACCIDENTAL DAMAGE,E13,574,0,2020-01-18 16:27:00,2020,1,Saturday,16,HEATH ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,misc
202022633,3207,PROPERTY - FOUND,B2,289,0,2020-01-18 17:35:00,2020,1,Saturday,17,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202004849,3207,PROPERTY - FOUND,B2,326,0,2020-01-18 18:31:00,2020,1,Saturday,18,FAYSTON ST,42.3134138258118,-71.0778959332014,"(42.3134138258118, -71.0778959332014)",,misc
202024573,3207,PROPERTY - FOUND,B2,289,0,2020-01-19 02:00:00,2020,1,Sunday,2,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202005029,3110,SERVICE TO OTHER AGENCY,D4,147,0,2020-01-19 12:49:00,2020,1,Sunday,12,GREENWICH PARK,42.3426286635535,-71.080519208449,"(42.3426286635535, -71.080519208449)",,misc
202005052,3207,PROPERTY - FOUND,D14,778,0,2020-01-19 16:00:00,2020,1,Sunday,16,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202005114,3207,PROPERTY - FOUND,D14,778,0,2020-01-19 20:50:00,2020,1,Sunday,20,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202005116,3207,PROPERTY - FOUND,E5,691,0,2020-01-19 21:28:00,2020,1,Sunday,21,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202005181,3110,SERVICE TO OTHER AGENCY,B2,259,0,2020-01-20 08:00:00,2020,1,Monday,8,MAGNOLIA,,,,,misc
202005520,3106,PROPERTY - ACCIDENTAL DAMAGE,E13,578,0,2020-01-20 18:00:00,2020,1,Monday,18,CRANSTON ST,42.3203787404471,-71.1078134384133,"(42.3203787404471, -71.1078134384133)",,misc
202005356,3207,PROPERTY - FOUND,A1,65,0,2020-01-20 21:40:00,2020,1,Monday,21,BLOSSOM ST,42.3616972024125,-71.0668587787929,"(42.3616972024125, -71.0668587787929)",,misc
202022649,3207,PROPERTY - FOUND,B2,289,0,2020-01-21 00:30:00,2020,1,Tuesday,0,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202005752,3207,PROPERTY - FOUND,E13,574,0,2020-01-21 09:00:00,2020,1,Tuesday,9,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)",,misc
202005434,3110,SERVICE TO OTHER AGENCY,A7,27,0,2020-01-21 09:45:00,2020,1,Tuesday,9,PARIS ST,42.3699000472561,-71.0400347780358,"(42.3699000472561, -71.0400347780358)",,misc
202005556,3207,PROPERTY - FOUND,A1,77,0,2020-01-21 12:00:00,2020,1,Tuesday,12,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202005564,3207,PROPERTY - FOUND,D14,778,0,2020-01-21 12:00:00,2020,1,Tuesday,12,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202006542,3110,SERVICE TO OTHER AGENCY,B2,289,0,2020-01-21 14:30:00,2020,1,Tuesday,14,SCHROEDER PLZ,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)",,misc
202005607,3207,PROPERTY - FOUND,A1,77,0,2020-01-21 20:01:00,2020,1,Tuesday,20,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202005636,1601,PROSTITUTION,B2, ,0,2020-01-21 21:38:00,2020,1,Tuesday,21,RUSFIELD ST,,,,,misc
202022638,3207,PROPERTY - FOUND,B2,289,0,2020-01-22 00:00:00,2020,1,Wednesday,0,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202005684,3207,PROPERTY - FOUND,E5,691,0,2020-01-22 07:55:00,2020,1,Wednesday,7,MANTHORNE RD,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)",,misc
202007124,3112,LANDLORD - TENANT,E18,531,0,2020-01-22 08:00:00,2020,1,Wednesday,8,BUCKINGHAM ST,42.2417145488296,-71.1341338163666,"(42.2417145488296, -71.1341338163666)",,misc
202005766,3207,PROPERTY - FOUND,D4,167,0,2020-01-22 14:30:00,2020,1,Wednesday,14,SAINT BOTOLPH ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)",,misc
202005863,3112,LANDLORD - TENANT,B2,264,0,2020-01-22 17:19:00,2020,1,Wednesday,17,BLUE HILL AVE,42.320160953205,-71.0777728977818,"(42.320160953205, -71.0777728977818)",,misc
202005902,3110,SERVICE TO OTHER AGENCY,D14,778,0,2020-01-22 20:20:00,2020,1,Wednesday,20,CHISWICK RD,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)",,misc
202005927,3207,PROPERTY - FOUND,A1,77,0,2020-01-22 22:07:00,2020,1,Wednesday,22,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202005940,1601,PROSTITUTION,C6,177,0,2020-01-22 22:55:00,2020,1,Wednesday,22,MASSACHUSETTS AVE,42.3315214827848,-71.0708530659426,"(42.3315214827848, -71.0708530659426)",,misc
202005950,3207,PROPERTY - FOUND,A7,28,0,2020-01-22 23:55:00,2020,1,Wednesday,23,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,misc
202022645,3207,PROPERTY - FOUND,B2,289,0,2020-01-23 00:00:00,2020,1,Thursday,0,TREMONT ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)",,misc
202005979,3207,PROPERTY - FOUND,A7,28,0,2020-01-23 03:30:00,2020,1,Thursday,3,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)",,misc
202006101,3110,SERVICE TO OTHER AGENCY,A1,123,0,2020-01-23 13:10:00,2020,1,Thursday,13,WASHINGTON ST,42.3499725621905,-71.0634881686036,"(42.3499725621905, -71.0634881686036)",,misc
202006113,3110,SERVICE TO OTHER AGENCY,B3,417,0,2020-01-23 13:39:00,2020,1,Thursday,13,FULLER ST,42.2815438824497,-71.073505421302,"(42.2815438824497, -71.073505421302)",,misc
202006518,3207,PROPERTY - FOUND,A1,77,0,2020-01-23 20:00:00,2020,1,Thursday,20,CANAL ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202006720,3112,LANDLORD - TENANT,B3,476,0,2020-01-24 14:00:00,2020,1,Friday,14,REXFORD ST,42.269848356212,-71.0953239386981,"(42.269848356212, -71.0953239386981)",,misc
202006517,3207,PROPERTY - FOUND,A1,77,0,2020-01-24 20:00:00,2020,1,Friday,20,NEW SUDBURY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)",,misc
202006550,3207,PROPERTY - FOUND,D4, ,0,2020-01-25 01:08:00,2020,1,Saturday,1,PUBLIC ALLEY 442,,,,,misc
202006816,3207,PROPERTY - FOUND,A1,115,0,2020-01-25 11:46:00,2020,1,Saturday,11,"ATLANTIC AVE & BEACH ST
BOSTON  MA 02111
UNITED ST",42.3504329955825,-71.0566190036366,"(42.3504329955825, -71.0566190036366)",,misc
